93011	1
6178	1
86281	1
17015	1
7957	1
74405	1
6068	1
74405	1
74405	1
1769	1
78124	1
44627	1
12115	1
1800	1
57736	1
74405	1
69944	1
15129	1
15210	1
42792	1
29353	1
74405	1
82218	1
35159	1
2043	1
69834	1
63814	1
16122	1
74405	1
14087	1
44191	1
73388	1
84996	1
74405	1
158	1
45525	1
48868	1
74405	1
45943	1
53223	1
98867	1
31267	1
37434	1
81182	1
22899	1
16989	1
175	1
22594	1
94354	1
1933	1
16769	1
10062	1
74405	1
47635	1
19175	1
28483	1
76055	1
95587	1
53223	1
59243	1
32147	1
20709	1
48652	1
75964	1
67588	1
65205	1
31931	1
53223	1
57159	1
71854	1
53223	1
10965	1
18878	1
55324	1
40330	1
27360	1
88303	1
31028	1
31219	1
18654	1
95587	1
44179	1
53223	1
89783	1
92253	1
63814	1
15210	1
53223	1
20213	1
45966	1
33691	1
6178	1
51159	1
25504	1
93808	1
30806	1
88440	1
3955	1
75086	1
86964	1
7954	1
80535	1
60366	1
32147	1
25047	1
68026	1
52372	1
27607	1
74405	1
80971	1
74405	1
34142	1
66193	1
71546	1
47423	1
53223	1
22696	1
92901	1
60366	1
88114	1
43840	1
95587	1
63814	1
57437	1
74405	1
39670	1
53439	1
53055	1
73633	1
66195	1
84996	1
31267	1
95587	1
42522	1
48584	1
91016	1
1717	1
92245	1
1717	1
74405	1
45387	1
37617	1
4835	1
16769	1
63814	1
27470	1
84996	1
28043	1
56852	1
90802	1
57767	1
84529	1
44191	1
84996	1
88004	1
6064	1
11048	1
63814	1
12887	1
66135	1
75964	1
5958	1
10635	1
71503	1
57684	1
71719	1
31931	1
84996	1
27470	1
40579	1
60771	1
56647	1
1328	1
46076	1
23775	1
72705	1
63814	1
9190	1
24238	1
74405	1
6477	1
97174	1
1119	1
86227	1
82420	1
74405	1
54919	1
35159	1
18876	1
21722	1
30974	1
74405	1
84996	1
18536	1
1416	1
74405	1
65593	1
50757	1
6178	1
41042	1
31761	1
1717	1
36502	1
33490	1
84996	1
66872	1
74405	1
63814	1
91126	1
2043	1
59679	1
63814	1
62747	1
68051	1
86555	1
48559	1
74405	1
74405	1
97688	1
6581	1
91122	1
53223	1
16769	1
42188	1
53223	1
58858	1
88168	1
80425	1
7847	1
81062	1
64146	1
35375	1
31408	1
95587	1
78069	1
16769	1
35049	1
67312	1
2240	1
93179	1
84996	1
86526	1
16879	1
69340	1
59347	1
23719	1
74405	1
6178	1
27989	1
25911	1
38061	1
63814	1
63814	1
10529	1
22300	1
76427	1
74405	1
33623	1
74405	1
66496	1
74405	1
1121	1
69944	1
52640	1
16769	1
64411	1
27470	1
53223	1
63814	1
84996	1
47093	1
69944	1
4395	1
93067	1
68248	1
12089	1
36392	1
20213	1
48652	1
95803	1
80535	1
6178	1
63594	1
75808	1
24537	1
89567	1
83869	1
14822	1
74405	1
25197	1
16769	1
53223	1
61769	1
42381	1
72736	1
27140	1
52538	1
69944	1
13946	1
74405	1
91697	1
66496	1
6178	1
84996	1
97642	1
80425	1
78866	1
38061	1
95913	1
95101	1
74405	1
74405	1
20464	1
69944	1
84199	1
36718	1
26457	1
27341	1
53223	1
13894	1
15211	1
28174	1
32697	1
42768	1
63814	1
9190	1
84996	1
74405	1
78432	1
89183	1
34310	1
27360	1
62145	1
53223	1
6178	1
22538	1
74405	1
13566	1
74405	1
11319	1
71503	1
39543	1
51197	1
66496	1
63814	1
66029	1
32367	1
15972	1
93447	1
83433	1
10062	1
30588	1
36172	1
74405	1
23335	1
74405	1
84996	1
99577	1
75520	1
23059	1
34032	1
43230	1
34032	1
9869	1
69834	1
1717	1
62691	1
48652	1
97366	1
63570	1
31838	1
38061	1
62822	1
39427	1
94455	1
33992	1
84388	1
53223	1
91178	1
84996	1
84996	1
62145	1
88058	1
86555	1
85762	1
27360	1
66253	1
36934	1
85247	1
63814	1
63814	1
10749	1
7847	1
35599	1
74405	1
16122	1
53650	1
63814	1
74405	1
60692	1
69834	1
86194	1
74515	1
77252	1
70926	1
72653	1
27360	1
34993	1
74405	1
11117	1
84996	1
85212	1
42138	1
45179	1
46456	1
57044	1
23441	1
68275	1
81681	1
74405	1
2043	1
48652	1
69269	1
95529	1
36392	1
80936	1
74405	1
70376	1
17311	1
85379	1
53223	1
84996	1
10965	1
9933	1
27360	1
27360	1
31491	1
69473	1
47093	1
33133	1
53223	1
91339	1
36718	1
43855	1
89457	1
91558	1
47552	1
44152	1
62255	1
97146	1
53223	1
97499	1
65373	1
59023	1
48923	1
1937	1
91016	1
92841	1
86582	1
24784	1
63814	1
93671	1
41800	1
12308	1
44191	1
19727	1
38061	1
36502	1
74405	1
99145	1
29029	1
80535	1
62255	1
43967	1
67258	1
73541	1
74405	1
70054	1
45322	1
84996	1
44876	1
85235	1
74405	1
27360	1
17315	1
12715	1
97933	1
83076	1
28562	1
20543	1
54782	1
9406	1
69834	1
84996	1
40718	1
97146	1
48648	1
30066	1
16879	1
33710	1
16879	1
27360	1
71540	1
42985	1
21006	1
46037	1
84996	1
44791	1
39946	1
74405	1
60109	1
52293	1
74405	1
69834	1
16769	1
41621	1
66249	1
68082	1
58803	1
24458	1
95587	1
59243	1
16879	1
23225	1
6094	1
6178	1
52098	1
65697	1
2373	1
53223	1
8970	1
92905	1
53223	1
70187	1
63704	1
32197	1
53223	1
73961	1
55421	1
84996	1
25801	1
58477	1
41945	1
63814	1
63814	1
12167	1
46481	1
46983	1
96766	1
65417	1
1717	1
63814	1
74405	1
42242	1
63814	1
93752	1
13867	1
91993	1
91016	1
24273	1
95587	1
10749	1
66738	1
20134	1
94028	1
27360	1
71115	1
74405	1
84996	1
37021	1
89567	1
86555	1
85095	1
62471	1
3938	1
53223	1
8709	1
51554	1
75524	1
36724	1
65431	1
56341	1
40963	1
81387	1
96351	1
40467	1
11071	1
65373	1
53223	1
53223	1
53223	1
79296	1
3602	1
38061	1
84583	1
78872	1
53223	1
3206	1
74405	1
53223	1
38061	1
13647	1
74405	1
10834	1
74405	1
13539	1
70596	1
48652	1
33376	1
38061	1
82310	1
89952	1
18002	1
82491	1
5844	1
85459	1
19530	1
74405	1
95587	1
38964	1
53223	1
53223	1
36498	1
69821	1
36392	1
44081	1
31608	1
37405	1
77145	1
97472	1
98759	1
12524	1
57900	1
21666	1
44301	1
67874	1
53223	1
79788	1
21556	1
74405	1
27360	1
69834	1
10965	1
62768	1
24647	1
74405	1
72736	1
41505	1
44191	1
53223	1
63704	1
74405	1
30939	1
58281	1
43808	1
40963	1
27360	1
29575	1
27360	1
59463	1
68271	1
86393	1
53223	1
45530	1
10062	1
38877	1
46051	1
86555	1
6805	1
36718	1
9402	1
90985	1
13070	1
74405	1
9190	1
16769	1
39620	1
51195	1
15210	1
84996	1
64030	1
7737	1
20684	1
11185	1
74405	1
84996	1
35811	1
53223	1
74405	1
73520	1
22938	1
94350	1
35176	1
61541	1
62905	1
63814	1
1717	1
7627	1
74405	1
40563	1
1717	1
71503	1
27360	1
94489	1
81384	1
54946	1
63814	1
31633	1
74405	1
16769	1
92272	1
44301	1
59459	1
84996	1
51770	1
67588	1
79113	1
95587	1
74405	1
84996	1
13211	1
16879	1
74405	1
47648	1
29791	1
2259	1
9924	1
79188	1
62988	1
16769	1
10749	1
69938	1
6288	1
32052	1
16879	1
2815	1
16273	1
29465	1
84996	1
6722	1
22899	1
64966	1
49167	1
63814	1
20213	1
63814	1
21556	1
63814	1
66696	1
97146	1
83437	1
54782	1
28369	1
74405	1
74405	1
9732	1
27470	1
85235	1
74405	1
84996	1
44416	1
63814	1
84996	1
67128	1
6178	1
27470	1
16879	1
94350	1
63876	1
8499	1
16066	1
40714	1
59794	1
48	1
48791	1
84828	1
98458	1
84996	1
53479	1
51696	1
80535	1
70918	1
22839	1
27360	1
2643	1
74405	1
48	1
27360	1
62828	1
35811	1
59706	1
83900	1
26872	1
79524	1
17311	1
18326	1
13014	1
63814	1
1717	1
321	1
15426	1
5015	1
50973	1
80425	1
48652	1
19781	1
50537	1
22405	1
35080	1
15206	1
19696	1
51328	1
68491	1
53819	1
27387	1
69834	1
6288	1
52782	1
74518	1
37706	1
89783	1
78924	1
93561	1
84996	1
74405	1
89567	1
83653	1
75308	1
50597	1
74405	1
63704	1
54016	1
91016	1
63814	1
10961	1
27360	1
54126	1
74405	1
78866	1
30914	1
6178	1
83437	1
31098	1
77523	1
29247	1
51440	1
53223	1
17311	1
84996	1
16769	1
89457	1
63814	1
16879	1
60397	1
27470	1
14629	1
80645	1
51554	1
4945	1
68087	1
84556	1
57900	1
47444	1
74405	1
53223	1
11700	1
95587	1
37025	1
22899	1
98441	1
97146	1
84996	1
82258	1
95587	1
63814	1
27360	1
52476	1
84996	1
16879	1
17099	1
18890	1
33710	1
13074	1
55573	1
10911	1
68354	1
88224	1
79192	1
2043	1
65487	1
91126	1
38387	1
92685	1
38277	1
2562	1
76867	1
29025	1
31244	1
69834	1
74405	1
74405	1
95587	1
27470	1
77270	1
59569	1
60072	1
27470	1
91506	1
70160	1
35269	1
81135	1
25851	1
53223	1
88224	1
60034	1
29355	1
15293	1
46981	1
59243	1
16769	1
93403	1
74405	1
3731	1
16070	1
67452	1
68275	1
66195	1
38061	1
22399	1
15968	1
68404	1
91838	1
53439	1
36718	1
36392	1
95587	1
70598	1
16626	1
85212	1
87622	1
94354	1
43971	1
71465	1
74405	1
53223	1
10581	1
48652	1
57626	1
53223	1
71283	1
74405	1
95587	1
58475	1
76196	1
41723	1
6178	1
14407	1
6178	1
59243	1
91317	1
58147	1
14193	1
20354	1
15536	1
84996	1
66932	1
48652	1
29108	1
78972	1
84996	1
74405	1
23115	1
30372	1
19214	1
69834	1
97389	1
47784	1
16769	1
41509	1
82617	1
48652	1
48652	1
86179	1
7972	1
74405	1
12850	1
94028	1
63814	1
33490	1
63814	1
61382	1
75281	1
21668	1
95587	1
34719	1
63814	1
22899	1
47093	1
74405	1
74405	1
91319	1
6288	1
9981	1
41202	1
63814	1
88554	1
10112	1
93011	1
63814	1
74405	1
55513	1
31275	1
26920	1
93088	1
14197	1
48978	1
27109	1
12744	1
62145	1
74405	1
74214	1
21556	1
63814	1
74405	1
16769	1
57980	1
81189	1
97146	1
99056	1
30588	1
74405	1
29272	1
95587	1
30391	1
47093	1
53223	1
20904	1
53875	1
53080	1
73168	1
17616	1
3332	1
68900	1
89567	1
16769	1
6288	1
34339	1
65915	1
16769	1
38061	1
5055	1
30372	1
52729	1
33710	1
73386	1
74405	1
53223	1
46692	1
