74405	7771
84996	3880
53223	3275
63814	2302
16769	1710
27360	1437
95587	1241
6178	1048
38061	958
48652	813
16879	756
27470	686
80425	597
91016	587
59243	544
1717	509
69834	457
12308	456
91126	400
44081	394
80535	390
6288	350
65373	337
22899	335
33490	333
75964	308
44191	301
69944	281
7737	278
54782	275
86555	268
19781	251
72736	234
97146	232
62145	231
30372	228
46983	216
15210	203
83437	202
94028	201
40963	199
51554	191
9190	190
72846	187
57684	184
25801	174
36392	170
25911	162
4619	160
47093	157
78866	154
62255	153
36502	150
89567	147
89457	144
10749	144
158	139
94244	136
68275	136
31931	133
53113	130
48	130
73062	128
63704	127
21340	125
68491	120
26127	119
47309	118
88224	114
21556	114
62471	113
42522	112
51880	109
4835	109
57900	105
15536	104
85212	103
77633	103
79082	102
53439	101
83653	94
36718	94
82094	94
41289	94
15426	94
10965	93
89783	93
32147	92
60802	92
79192	89
94354	89
95803	88
4945	84
64030	83
45750	82
68601	82
58010	82
74621	82
7847	80
3276	79
60912	79
374	79
92685	78
18438	78
66932	76
35159	76
71393	75
50211	75
35049	75
39620	75
33600	75
24568	74
13867	73
19997	73
82310	72
56341	72
97256	70
14193	70
29029	70
24458	69
51770	69
97472	69
39946	69
98815	68
45966	66
77523	66
88114	65
71719	64
30588	64
3492	64
61128	63
71503	62
65699	61
9406	61
92901	60
50321	60
29355	58
91558	58
12524	57
99031	57
86881	56
50537	56
33816	56
65915	55
46076	55
35375	54
62687	54
76290	54
42848	54
38277	54
93011	54
3602	54
13977	53
1933	53
80751	52
65589	52
38387	52
56557	52
88440	52
41505	52
41179	51
44733	50
81077	50
73278	50
67258	50
27686	49
59459	49
32257	49
2043	49
95913	48
9622	48
23115	48
24784	47
17421	47
18764	47
80967	47
59785	47
48868	46
20213	46
77849	46
56667	45
54998	45
91668	45
6504	45
74947	45
21666	45
76180	45
34032	44
28012	44
64356	44
38603	44
6830	43
82420	43
83869	43
23441	42
55324	42
17095	42
12634	42
18654	42
11291	42
70160	42
23225	42
70376	41
89999	41
91342	41
52096	41
44623	40
48978	40
39836	40
17311	40
81548	40
36934	40
8970	39
59569	39
47525	39
49194	39
85538	39
89787	39
85322	39
70486	39
64246	38
35269	38
44407	38
94570	38
27902	37
17099	37
68817	37
2259	37
34142	37
29245	36
96129	36
16989	36
71723	36
53765	36
5161	36
39184	35
700	35
26343	35
96710	35
8063	35
99938	35
42302	35
97688	35
65809	34
14087	34
590	34
78646	34
53443	34
76506	34
37044	34
83979	33
43064	33
6720	33
91122	33
62797	33
90109	32
59463	32
12850	32
65593	32
20217	32
48758	32
44411	32
93808	32
2730	32
92905	32
36172	32
15752	32
45204	31
8279	31
69614	31
57464	31
72516	31
72626	31
24348	31
36282	31
45530	31
79408	31
58226	31
75528	31
60582	31
33270	30
21120	30
8860	30
8067	30
71613	30
97036	30
23335	29
84776	29
44627	29
98925	29
30914	29
87097	29
56561	29
2840	28
53659	28
6068	28
1937	28
30368	28
